"","objectid","id_no","binomial","event_year","legend","kingdom","phylum","class","order","family","genus","category","latitude","longitude","area","threat_level"
"122","1210857",59793,"Aethriamanta rezia",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Aethriamanta","Least Concern",-1.61486,30.71872,"Africa","Least Concern"
"123","3571929",59795,"Africallagma glaucum",2015,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Africallagma","Least Concern",-24.5028,16.115184,"Africa","Least Concern"
"124","355466",59796,"Africallagma pseudelongatum",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Africallagma","Least Concern",-1.255535,29.796752,"Africa","Least Concern"
"125","4408246",59797,"Africallagma sinuatum",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Africallagma","Least Concern",-12.36394,27.516731,"Africa","Least Concern"
"126","1738030",59798,"Africallagma subtile",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Africallagma","Least Concern",0.349933,30.031467,"Africa","Least Concern"
"127","3300679",59799,"Africallagma vaginale",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Africallagma","Least Concern",-12.260831,26.792221,"Africa","Least Concern"
"128","356794",59800,"Agriocnemis exilis",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Agriocnemis","Least Concern",-0.092785,31.558898,"Africa","Least Concern"
"129","549891",59801,"Agriocnemis gratiosa",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Agriocnemis","Least Concern",-1.560423,29.694073,"Africa","Least Concern"
"130","4252994",59802,"Agriocnemis inversa",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Agriocnemis","Least Concern",-0.092785,31.558898,"Africa","Least Concern"
"131","2524629",59803,"Agriocnemis maclachlani",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Agriocnemis","Least Concern",0.122426,32.525828,"Africa","Least Concern"
"132","4580946",59804,"Agriocnemis palaeforma",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Agriocnemis","Vulnerable",0.14175,30.486667,"Africa","Threatened"
"133","3534769",59805,"Agriocnemis pinheyi",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Agriocnemis","Least Concern",-12.424937,27.433911,"Africa","Least Concern"
"134","3278617",59806,"Agriocnemis sania",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Agriocnemis","Least Concern",12.362217,32.783383,"Africa","Least Concern"
"135","3667857",59807,"Agriocnemis victoria",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Agriocnemis","Least Concern",-0.092785,31.558898,"Africa","Least Concern"
"136","4447261",59808,"Agriocnemis zerafica",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Agriocnemis","Least Concern",13.2102,-16.6508,"Africa","Least Concern"
"137","2282256",59809,"Anaciaeschna triangulifera",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Anaciaeschna","Least Concern",0.14175,30.486667,"Africa","Least Concern"
"138","3223933",59810,"Anax chloromelas",2013,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Anax","Least Concern",-1.22815,13.52554,"Africa","Least Concern"
"139","3264792",59811,"Anax ephippiger",2015,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Anax","Least Concern",-20.473709,17.275894,"Africa","Least Concern"
"140","3129214",59812,"Anax imperator",2015,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Anax","Least Concern",-22.567474,17.085763,"Africa","Least Concern"
"141","1191819",59814,"Anax tristis",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Anax","Least Concern",-12.346592,27.167684,"Africa","Least Concern"
"142","4134473",59816,"Atoconeura eudoxia",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Atoconeura","Least Concern",-2.485861,29.152991,"Africa","Least Concern"
"143","427600",59817,"Atoconeura kenya",2010,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Atoconeura","Least Concern",-0.498585,36.634534,"Africa","Least Concern"
"144","2077087",59818,"Atoconeura pseudeudoxia",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Atoconeura","Least Concern",0.6431,30.39306,"Africa","Least Concern"
"145","730001",59819,"Azuragrion nigridorsum",2015,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Azuragrion","Least Concern",-19.887496,13.936876,"Africa","Least Concern"
"146","4150746",59820,"Azuragrion vansomereni",2012,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Azuragrion","Least Concern",7.54001,-8.5005,"Africa","Least Concern"
"147","1902146",59821,"Brachythemis lacustris",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Brachythemis","Least Concern",-11.170268,31.605382,"Africa","Least Concern"
"148","688390",59822,"Brachythemis leucosticta",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Brachythemis","Least Concern",-2.33558,29.10669,"Africa","Least Concern"
"149","2895243",59824,"Bradinopyga cornuta",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Bradinopyga","Least Concern",-0.61866,31.03268,"Africa","Least Concern"
"150","2273103",59825,"Bradinopyga strachani",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Bradinopyga","Least Concern",0.668163,13.67842,"Africa","Least Concern"
"151","2079435",59826,"Ceriagrion bakeri",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Ceriagrion","Least Concern",2.06808,16.37051,"Africa","Least Concern"
"152","990591",59827,"Ceriagrion corallinum",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Ceriagrion","Least Concern",-11.652573,24.68159,"Africa","Least Concern"
"153","2099273",59828,"Ceriagrion glabrum",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Ceriagrion","Least Concern",0.122426,32.525828,"Africa","Least Concern"
"154","2595683",59829,"Ceriagrion kordofanicum",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Ceriagrion","Least Concern",-11.193963,31.561747,"Africa","Least Concern"
"155","1882000",59833,"Ceriagrion suave",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Ceriagrion","Least Concern",-12.235126,25.538841,"Africa","Least Concern"
"156","362657",59834,"Ceriagrion whellani",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Ceriagrion","Least Concern",0.122426,32.525828,"Africa","Least Concern"
"157","3492948",59835,"Chalcostephia flavifrons",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Chalcostephia","Least Concern",-1.90855,30.68104,"Africa","Least Concern"
"158","4087923",59841,"Allocnemis nigripes",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","PLATYCNEMIDIDAE","Allocnemis","Least Concern",0.819167,30.0907,"Africa","Least Concern"
"159","4473095",59842,"Allocnemis pauli",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","PLATYCNEMIDIDAE","Allocnemis","Least Concern",-2.49229,29.14557,"Africa","Least Concern"
"160","2940011",59843,"Allocnemis superba",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","PLATYCNEMIDIDAE","Allocnemis","Least Concern",-2.77075,25.1141,"Africa","Least Concern"
"161","2340782",59844,"Chlorocypha cancellata",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CHLOROCYPHIDAE","Chlorocypha","Least Concern",0.674858,29.99402,"Africa","Least Concern"
"162","1370109",59845,"Chlorocypha consueta",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CHLOROCYPHIDAE","Chlorocypha","Least Concern",-13.564334,29.61912,"Africa","Least Concern"
"163","854204",59846,"Chlorocypha curta",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CHLOROCYPHIDAE","Chlorocypha","Least Concern",-4.55552,12.11713,"Africa","Least Concern"
"164","2334935",59848,"Stenocypha jacksoni",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CHLOROCYPHIDAE","Stenocypha","Near Threatened",-2.475041,29.110007,"Africa","Near Threatened"
"165","4622113",59849,"Stenocypha molindica",2013,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CHLOROCYPHIDAE","Stenocypha","Near Threatened",-0.967431,29.600235,"Africa","Near Threatened"
"166","1295316",59851,"Stenocypha tenuis",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CHLOROCYPHIDAE","Stenocypha","Least Concern",-0.1218,30.498,"Africa","Least Concern"
"167","377659",59852,"Chlorocypha trifaria",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CHLOROCYPHIDAE","Chlorocypha","Least Concern",0.20928,32.299729,"Africa","Least Concern"
"168","2061523",59853,"Chlorocypha victoriae",2013,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CHLOROCYPHIDAE","Chlorocypha","Least Concern",-7.88827,15.04347,"Africa","Least Concern"
"169","2891777",59854,"Chlorolestes elegans",2013,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","SYNLESTIDAE","Chlorolestes","Near Threatened",-23.81411111,30.00794444,"Africa","Near Threatened"
"170","439592",59855,"Coryphagrion grandis",2011,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Coryphagrion","Vulnerable",-5.09,38.63,"Africa","Threatened"
"171","4632089",59856,"Crenigomphus hartmanni",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Crenigomphus","Least Concern",-29.74269,29.906,"Africa","Least Concern"
"172","68506",59857,"Crenigomphus renei",2006,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Crenigomphus","Least Concern",6.86685,0.41958,"Africa","Least Concern"
"173","3041092",59858,"Crocothemis divisa",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Crocothemis","Least Concern",-11.229974,24.312228,"Africa","Least Concern"
"174","811212",59859,"Crocothemis erythraea",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Crocothemis","Least Concern",-2.34124,29.11849,"Africa","Least Concern"
"175","3539793",59860,"Crocothemis sanguinolenta",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Crocothemis","Least Concern",-1.96299,30.58999,"Africa","Least Concern"
"176","2427857",59863,"Diplacodes deminuta",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Diplacodes","Least Concern",-12.36394,27.516731,"Africa","Least Concern"
"177","2064812",59864,"Diplacodes lefebvrii",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Diplacodes","Least Concern",-0.092785,31.558898,"Africa","Least Concern"
"178","2054784",59866,"Elattoneura glauca",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","PLATYCNEMIDIDAE","Elattoneura","Least Concern",-31.17796,27.7928,"Africa","Least Concern"
"179","438046",59870,"Gomphidia bredoi",2010,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Gomphidia","Least Concern",0.80612,24.28389,"Africa","Least Concern"
"180","107012",59871,"Gomphidia quarrei",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Gomphidia","Least Concern",1.94965,16.49025,"Africa","Least Concern"
"181","627660",59872,"Gynacantha africana",2012,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Gynacantha","Least Concern",-1.11319,13.86868,"Africa","Least Concern"
"182","3191395",59874,"Gynacantha cylindrata",2012,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Gynacantha","Least Concern",-1.33098,13.09957,"Africa","Least Concern"
"183","4484298",59875,"Gynacantha immaculifrons",2003,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Gynacantha","Least Concern",-8.24188889,38.65822222,"Africa","Least Concern"
"184","677832",59876,"Gynacantha manderica",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Gynacantha","Least Concern",-26.86041,32.25863,"Africa","Least Concern"
"185","3226417",59877,"Gynacantha nigeriensis",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Gynacantha","Least Concern",7.09281,36.23154,"Africa","Least Concern"
"186","64892",59878,"Gynacantha sextans",2012,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Gynacantha","Least Concern",-1.55908,13.22283,"Africa","Least Concern"
"187","1023092",59879,"Gynacantha usambarica",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Gynacantha","Least Concern",0.20928,32.299729,"Africa","Least Concern"
"188","2447027",59880,"Gynacantha vesiculata",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Gynacantha","Least Concern",-11.232298,24.310062,"Africa","Least Concern"
"189","160851",59881,"Gynacantha villosa",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Gynacantha","Least Concern",0.20624,32.301617,"Africa","Least Concern"
"190","2264825",59882,"Hadrothemis camarensis",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Hadrothemis","Least Concern",0.210546,32.294976,"Africa","Least Concern"
"191","225060",59883,"Hadrothemis coacta",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Hadrothemis","Least Concern",0.210546,32.294976,"Africa","Least Concern"
"192","747328",59884,"Hadrothemis defecta",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Hadrothemis","Least Concern",0.210546,32.294976,"Africa","Least Concern"
"193","2502355",59885,"Hadrothemis infesta",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Hadrothemis","Least Concern",0.122426,32.525828,"Africa","Least Concern"
"194","1790385",59887,"Hadrothemis versuta",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Hadrothemis","Least Concern",-1.353979,13.776659,"Africa","Least Concern"
"195","4557147",59888,"Heliaeschna cynthiae",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Heliaeschna","Least Concern",0.20645,32.30235,"Africa","Least Concern"
"196","3668632",59889,"Heliaeschna fuliginosa",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Heliaeschna","Least Concern",0.20624,32.301617,"Africa","Least Concern"
"197","2560564",59891,"Heliaeschna ugandica",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Heliaeschna","Least Concern",0.20624,32.301617,"Africa","Least Concern"
"198","3276046",59893,"Hemistigma albipunctum",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Hemistigma","Least Concern",-2.06466,30.08795,"Africa","Least Concern"
"199","3563797",59894,"Ictinogomphus ferox",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Ictinogomphus","Least Concern",-1.90681,30.71726,"Africa","Least Concern"
"200","2009961",59896,"Idomacromia jillianae",2003,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","NOT ASSIGNED","Idomacromia","Data Deficient",-1.04833,29.7567,"Africa","Data Deficient"
"201","689411",59897,"Ischnura senegalensis",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Ischnura","Least Concern",-0.092785,31.558898,"Africa","Least Concern"
